"","date","hits","keyword","geo","trends_month","trends_year"
"1",2021-11-28,0,"library near me","US-FL-718",11,2021
"2",2021-12-05,0,"library near me","US-FL-718",12,2021
"3",2021-12-12,0,"library near me","US-FL-718",12,2021
"4",2021-12-19,0,"library near me","US-FL-718",12,2021
"5",2021-12-26,0,"library near me","US-FL-718",12,2021
"6",2022-01-02,0,"library near me","US-FL-718",1,2022
"7",2022-01-09,0,"library near me","US-FL-718",1,2022
"8",2022-01-16,0,"library near me","US-FL-718",1,2022
"9",2022-01-23,0,"library near me","US-FL-718",1,2022
"10",2022-01-30,0,"library near me","US-FL-718",1,2022
"11",2022-02-06,0,"library near me","US-FL-718",2,2022
"12",2022-02-13,0,"library near me","US-FL-718",2,2022
"13",2022-02-20,0,"library near me","US-FL-718",2,2022
"14",2022-02-27,0,"library near me","US-FL-718",2,2022
"15",2022-03-06,0,"library near me","US-FL-718",3,2022
"16",2022-03-13,0,"library near me","US-FL-718",3,2022
"17",2022-03-20,0,"library near me","US-FL-718",3,2022
"18",2022-03-27,0,"library near me","US-FL-718",3,2022
"19",2022-04-03,0,"library near me","US-FL-718",4,2022
"20",2022-04-10,0,"library near me","US-FL-718",4,2022
"21",2022-04-17,0,"library near me","US-FL-718",4,2022
"22",2022-04-24,0,"library near me","US-FL-718",4,2022
"23",2022-05-01,0,"library near me","US-FL-718",5,2022
"24",2022-05-08,0,"library near me","US-FL-718",5,2022
"25",2022-05-15,0,"library near me","US-FL-718",5,2022
"26",2022-05-22,0,"library near me","US-FL-718",5,2022
"27",2022-05-29,0,"library near me","US-FL-718",5,2022
"28",2022-06-05,0,"library near me","US-FL-718",6,2022
"29",2022-06-12,0,"library near me","US-FL-718",6,2022
"30",2022-06-19,0,"library near me","US-FL-718",6,2022
"31",2022-06-26,0,"library near me","US-FL-718",6,2022
"32",2022-07-03,0,"library near me","US-FL-718",7,2022
"33",2022-07-10,0,"library near me","US-FL-718",7,2022
"34",2022-07-17,0,"library near me","US-FL-718",7,2022
"35",2022-07-24,0,"library near me","US-FL-718",7,2022
"36",2022-07-31,0,"library near me","US-FL-718",7,2022
"37",2022-08-07,0,"library near me","US-FL-718",8,2022
"38",2022-08-14,0,"library near me","US-FL-718",8,2022
"39",2022-08-21,0,"library near me","US-FL-718",8,2022
"40",2022-08-28,0,"library near me","US-FL-718",8,2022
"41",2022-09-04,0,"library near me","US-FL-718",9,2022
"42",2022-09-11,0,"library near me","US-FL-718",9,2022
"43",2022-09-18,0,"library near me","US-FL-718",9,2022
"44",2022-09-25,0,"library near me","US-FL-718",9,2022
"45",2022-10-02,0,"library near me","US-FL-718",10,2022
"46",2022-10-09,0,"library near me","US-FL-718",10,2022
"47",2022-10-16,0,"library near me","US-FL-718",10,2022
"48",2022-10-23,0,"library near me","US-FL-718",10,2022
"49",2022-10-30,0,"library near me","US-FL-718",10,2022
"50",2022-11-06,0,"library near me","US-FL-718",11,2022
"51",2022-11-13,0,"library near me","US-FL-718",11,2022
"52",2022-11-20,0,"library near me","US-FL-718",11,2022
"53",2022-11-27,0,"library near me","US-FL-718",11,2022
"54",2022-12-04,0,"library near me","US-FL-718",12,2022
"55",2022-12-11,0,"library near me","US-FL-718",12,2022
"56",2022-12-18,0,"library near me","US-FL-718",12,2022
"57",2022-12-25,0,"library near me","US-FL-718",12,2022
"58",2023-01-01,100,"library near me","US-FL-718",1,2023
"59",2023-01-08,0,"library near me","US-FL-718",1,2023
"60",2023-01-15,0,"library near me","US-FL-718",1,2023
"61",2023-01-22,0,"library near me","US-FL-718",1,2023
"62",2023-01-29,0,"library near me","US-FL-718",1,2023
"63",2023-02-05,0,"library near me","US-FL-718",2,2023
"64",2023-02-12,0,"library near me","US-FL-718",2,2023
"65",2023-02-19,0,"library near me","US-FL-718",2,2023
"66",2023-02-26,0,"library near me","US-FL-718",2,2023
"67",2023-03-05,0,"library near me","US-FL-718",3,2023
"68",2023-03-12,0,"library near me","US-FL-718",3,2023
"69",2023-03-19,0,"library near me","US-FL-718",3,2023
"70",2023-03-26,0,"library near me","US-FL-718",3,2023
"71",2023-04-02,0,"library near me","US-FL-718",4,2023
"72",2023-04-09,0,"library near me","US-FL-718",4,2023
"73",2023-04-16,0,"library near me","US-FL-718",4,2023
"74",2023-04-23,0,"library near me","US-FL-718",4,2023
"75",2023-04-30,0,"library near me","US-FL-718",4,2023
"76",2023-05-07,0,"library near me","US-FL-718",5,2023
"77",2023-05-14,0,"library near me","US-FL-718",5,2023
"78",2023-05-21,0,"library near me","US-FL-718",5,2023
"79",2023-05-28,0,"library near me","US-FL-718",5,2023
"80",2023-06-04,0,"library near me","US-FL-718",6,2023
"81",2023-06-11,0,"library near me","US-FL-718",6,2023
"82",2023-06-18,0,"library near me","US-FL-718",6,2023
"83",2023-06-25,0,"library near me","US-FL-718",6,2023
"84",2023-07-02,0,"library near me","US-FL-718",7,2023
"85",2023-07-09,0,"library near me","US-FL-718",7,2023
"86",2023-07-16,0,"library near me","US-FL-718",7,2023
"87",2023-07-23,0,"library near me","US-FL-718",7,2023
"88",2023-07-30,0,"library near me","US-FL-718",7,2023
"89",2023-08-06,0,"library near me","US-FL-718",8,2023
"90",2023-08-13,0,"library near me","US-FL-718",8,2023
"91",2023-08-20,0,"library near me","US-FL-718",8,2023
"92",2023-08-27,0,"library near me","US-FL-718",8,2023
"93",2023-09-03,0,"library near me","US-FL-718",9,2023
"94",2023-09-10,0,"library near me","US-FL-718",9,2023
"95",2023-09-17,0,"library near me","US-FL-718",9,2023
"96",2023-09-24,0,"library near me","US-FL-718",9,2023
"97",2023-10-01,0,"library near me","US-FL-718",10,2023
"98",2023-10-08,0,"library near me","US-FL-718",10,2023
"99",2023-10-15,0,"library near me","US-FL-718",10,2023
"100",2023-10-22,0,"library near me","US-FL-718",10,2023
"101",2023-10-29,0,"library near me","US-FL-718",10,2023
"102",2023-11-05,0,"library near me","US-FL-718",11,2023
"103",2023-11-12,0,"library near me","US-FL-718",11,2023
"104",2023-11-19,0,"library near me","US-FL-718",11,2023
"105",2023-11-26,0,"library near me","US-FL-718",11,2023
"106",2023-12-03,0,"library near me","US-FL-718",12,2023
"107",2023-12-10,0,"library near me","US-FL-718",12,2023
"108",2023-12-17,0,"library near me","US-FL-718",12,2023
"109",2023-12-24,0,"library near me","US-FL-718",12,2023
"110",2023-12-31,0,"library near me","US-FL-718",12,2023
"111",2021-11-28,74,"library near me","US-GA-524",11,2021
"112",2021-12-05,61,"library near me","US-GA-524",12,2021
"113",2021-12-12,57,"library near me","US-GA-524",12,2021
"114",2021-12-19,52,"library near me","US-GA-524",12,2021
"115",2021-12-26,74,"library near me","US-GA-524",12,2021
"116",2022-01-02,74,"library near me","US-GA-524",1,2022
"117",2022-01-09,54,"library near me","US-GA-524",1,2022
"118",2022-01-16,61,"library near me","US-GA-524",1,2022
"119",2022-01-23,81,"library near me","US-GA-524",1,2022
"120",2022-01-30,78,"library near me","US-GA-524",1,2022
"121",2022-02-06,71,"library near me","US-GA-524",2,2022
"122",2022-02-13,69,"library near me","US-GA-524",2,2022
"123",2022-02-20,83,"library near me","US-GA-524",2,2022
"124",2022-02-27,62,"library near me","US-GA-524",2,2022
"125",2022-03-06,89,"library near me","US-GA-524",3,2022
"126",2022-03-13,68,"library near me","US-GA-524",3,2022
"127",2022-03-20,72,"library near me","US-GA-524",3,2022
"128",2022-03-27,51,"library near me","US-GA-524",3,2022
"129",2022-04-03,75,"library near me","US-GA-524",4,2022
"130",2022-04-10,64,"library near me","US-GA-524",4,2022
"131",2022-04-17,58,"library near me","US-GA-524",4,2022
"132",2022-04-24,71,"library near me","US-GA-524",4,2022
"133",2022-05-01,64,"library near me","US-GA-524",5,2022
"134",2022-05-08,61,"library near me","US-GA-524",5,2022
"135",2022-05-15,77,"library near me","US-GA-524",5,2022
"136",2022-05-22,90,"library near me","US-GA-524",5,2022
"137",2022-05-29,78,"library near me","US-GA-524",5,2022
"138",2022-06-05,94,"library near me","US-GA-524",6,2022
"139",2022-06-12,76,"library near me","US-GA-524",6,2022
"140",2022-06-19,100,"library near me","US-GA-524",6,2022
"141",2022-06-26,92,"library near me","US-GA-524",6,2022
"142",2022-07-03,77,"library near me","US-GA-524",7,2022
"143",2022-07-10,91,"library near me","US-GA-524",7,2022
"144",2022-07-17,81,"library near me","US-GA-524",7,2022
"145",2022-07-24,71,"library near me","US-GA-524",7,2022
"146",2022-07-31,81,"library near me","US-GA-524",7,2022
"147",2022-08-07,74,"library near me","US-GA-524",8,2022
"148",2022-08-14,78,"library near me","US-GA-524",8,2022
"149",2022-08-21,73,"library near me","US-GA-524",8,2022
"150",2022-08-28,94,"library near me","US-GA-524",8,2022
"151",2022-09-04,91,"library near me","US-GA-524",9,2022
"152",2022-09-11,87,"library near me","US-GA-524",9,2022
"153",2022-09-18,75,"library near me","US-GA-524",9,2022
"154",2022-09-25,69,"library near me","US-GA-524",9,2022
"155",2022-10-02,70,"library near me","US-GA-524",10,2022
"156",2022-10-09,79,"library near me","US-GA-524",10,2022
"157",2022-10-16,72,"library near me","US-GA-524",10,2022
"158",2022-10-23,78,"library near me","US-GA-524",10,2022
"159",2022-10-30,77,"library near me","US-GA-524",10,2022
"160",2022-11-06,67,"library near me","US-GA-524",11,2022
"161",2022-11-13,66,"library near me","US-GA-524",11,2022
"162",2022-11-20,58,"library near me","US-GA-524",11,2022
"163",2022-11-27,63,"library near me","US-GA-524",11,2022
"164",2022-12-04,63,"library near me","US-GA-524",12,2022
"165",2022-12-11,54,"library near me","US-GA-524",12,2022
"166",2022-12-18,59,"library near me","US-GA-524",12,2022
"167",2022-12-25,71,"library near me","US-GA-524",12,2022
"168",2023-01-01,72,"library near me","US-GA-524",1,2023
"169",2023-01-08,71,"library near me","US-GA-524",1,2023
"170",2023-01-15,69,"library near me","US-GA-524",1,2023
"171",2023-01-22,83,"library near me","US-GA-524",1,2023
"172",2023-01-29,74,"library near me","US-GA-524",1,2023
"173",2023-02-05,72,"library near me","US-GA-524",2,2023
"174",2023-02-12,68,"library near me","US-GA-524",2,2023
"175",2023-02-19,89,"library near me","US-GA-524",2,2023
"176",2023-02-26,72,"library near me","US-GA-524",2,2023
"177",2023-03-05,55,"library near me","US-GA-524",3,2023
"178",2023-03-12,88,"library near me","US-GA-524",3,2023
"179",2023-03-19,66,"library near me","US-GA-524",3,2023
"180",2023-03-26,85,"library near me","US-GA-524",3,2023
"181",2023-04-02,69,"library near me","US-GA-524",4,2023
"182",2023-04-09,75,"library near me","US-GA-524",4,2023
"183",2023-04-16,86,"library near me","US-GA-524",4,2023
"184",2023-04-23,75,"library near me","US-GA-524",4,2023
"185",2023-04-30,65,"library near me","US-GA-524",4,2023
"186",2023-05-07,73,"library near me","US-GA-524",5,2023
"187",2023-05-14,81,"library near me","US-GA-524",5,2023
"188",2023-05-21,67,"library near me","US-GA-524",5,2023
"189",2023-05-28,92,"library near me","US-GA-524",5,2023
"190",2023-06-04,87,"library near me","US-GA-524",6,2023
"191",2023-06-11,88,"library near me","US-GA-524",6,2023
"192",2023-06-18,90,"library near me","US-GA-524",6,2023
"193",2023-06-25,82,"library near me","US-GA-524",6,2023
"194",2023-07-02,88,"library near me","US-GA-524",7,2023
"195",2023-07-09,85,"library near me","US-GA-524",7,2023
"196",2023-07-16,85,"library near me","US-GA-524",7,2023
"197",2023-07-23,76,"library near me","US-GA-524",7,2023
"198",2023-07-30,87,"library near me","US-GA-524",7,2023
"199",2023-08-06,74,"library near me","US-GA-524",8,2023
"200",2023-08-13,84,"library near me","US-GA-524",8,2023
"201",2023-08-20,79,"library near me","US-GA-524",8,2023
"202",2023-08-27,67,"library near me","US-GA-524",8,2023
"203",2023-09-03,88,"library near me","US-GA-524",9,2023
"204",2023-09-10,66,"library near me","US-GA-524",9,2023
"205",2023-09-17,72,"library near me","US-GA-524",9,2023
"206",2023-09-24,65,"library near me","US-GA-524",9,2023
"207",2023-10-01,65,"library near me","US-GA-524",10,2023
"208",2023-10-08,73,"library near me","US-GA-524",10,2023
"209",2023-10-15,59,"library near me","US-GA-524",10,2023
"210",2023-10-22,73,"library near me","US-GA-524",10,2023
"211",2023-10-29,53,"library near me","US-GA-524",10,2023
"212",2023-11-05,67,"library near me","US-GA-524",11,2023
"213",2023-11-12,60,"library near me","US-GA-524",11,2023
"214",2023-11-19,64,"library near me","US-GA-524",11,2023
"215",2023-11-26,64,"library near me","US-GA-524",11,2023
"216",2023-12-03,71,"library near me","US-GA-524",12,2023
"217",2023-12-10,62,"library near me","US-GA-524",12,2023
"218",2023-12-17,55,"library near me","US-GA-524",12,2023
"219",2023-12-24,75,"library near me","US-GA-524",12,2023
"220",2023-12-31,81,"library near me","US-GA-524",12,2023
"221",2021-11-28,56,"library near me","US-TX-618",11,2021
"222",2021-12-05,46,"library near me","US-TX-618",12,2021
"223",2021-12-12,44,"library near me","US-TX-618",12,2021
"224",2021-12-19,45,"library near me","US-TX-618",12,2021
"225",2021-12-26,44,"library near me","US-TX-618",12,2021
"226",2022-01-02,46,"library near me","US-TX-618",1,2022
"227",2022-01-09,64,"library near me","US-TX-618",1,2022
"228",2022-01-16,49,"library near me","US-TX-618",1,2022
"229",2022-01-23,55,"library near me","US-TX-618",1,2022
"230",2022-01-30,62,"library near me","US-TX-618",1,2022
"231",2022-02-06,68,"library near me","US-TX-618",2,2022
"232",2022-02-13,50,"library near me","US-TX-618",2,2022
"233",2022-02-20,62,"library near me","US-TX-618",2,2022
"234",2022-02-27,61,"library near me","US-TX-618",2,2022
"235",2022-03-06,62,"library near me","US-TX-618",3,2022
"236",2022-03-13,66,"library near me","US-TX-618",3,2022
"237",2022-03-20,46,"library near me","US-TX-618",3,2022
"238",2022-03-27,54,"library near me","US-TX-618",3,2022
"239",2022-04-03,79,"library near me","US-TX-618",4,2022
"240",2022-04-10,71,"library near me","US-TX-618",4,2022
"241",2022-04-17,55,"library near me","US-TX-618",4,2022
"242",2022-04-24,53,"library near me","US-TX-618",4,2022
"243",2022-05-01,50,"library near me","US-TX-618",5,2022
"244",2022-05-08,51,"library near me","US-TX-618",5,2022
"245",2022-05-15,56,"library near me","US-TX-618",5,2022
"246",2022-05-22,58,"library near me","US-TX-618",5,2022
"247",2022-05-29,70,"library near me","US-TX-618",5,2022
"248",2022-06-05,91,"library near me","US-TX-618",6,2022
"249",2022-06-12,86,"library near me","US-TX-618",6,2022
"250",2022-06-19,92,"library near me","US-TX-618",6,2022
"251",2022-06-26,80,"library near me","US-TX-618",6,2022
"252",2022-07-03,88,"library near me","US-TX-618",7,2022
"253",2022-07-10,70,"library near me","US-TX-618",7,2022
"254",2022-07-17,82,"library near me","US-TX-618",7,2022
"255",2022-07-24,73,"library near me","US-TX-618",7,2022
"256",2022-07-31,81,"library near me","US-TX-618",7,2022
"257",2022-08-07,69,"library near me","US-TX-618",8,2022
"258",2022-08-14,59,"library near me","US-TX-618",8,2022
"259",2022-08-21,72,"library near me","US-TX-618",8,2022
"260",2022-08-28,64,"library near me","US-TX-618",8,2022
"261",2022-09-04,71,"library near me","US-TX-618",9,2022
"262",2022-09-11,69,"library near me","US-TX-618",9,2022
"263",2022-09-18,60,"library near me","US-TX-618",9,2022
"264",2022-09-25,70,"library near me","US-TX-618",9,2022
"265",2022-10-02,65,"library near me","US-TX-618",10,2022
"266",2022-10-09,84,"library near me","US-TX-618",10,2022
"267",2022-10-16,57,"library near me","US-TX-618",10,2022
"268",2022-10-23,67,"library near me","US-TX-618",10,2022
"269",2022-10-30,59,"library near me","US-TX-618",10,2022
"270",2022-11-06,64,"library near me","US-TX-618",11,2022
"271",2022-11-13,39,"library near me","US-TX-618",11,2022
"272",2022-11-20,46,"library near me","US-TX-618",11,2022
"273",2022-11-27,50,"library near me","US-TX-618",11,2022
"274",2022-12-04,43,"library near me","US-TX-618",12,2022
"275",2022-12-11,46,"library near me","US-TX-618",12,2022
"276",2022-12-18,41,"library near me","US-TX-618",12,2022
"277",2022-12-25,54,"library near me","US-TX-618",12,2022
"278",2023-01-01,61,"library near me","US-TX-618",1,2023
"279",2023-01-08,79,"library near me","US-TX-618",1,2023
"280",2023-01-15,67,"library near me","US-TX-618",1,2023
"281",2023-01-22,70,"library near me","US-TX-618",1,2023
"282",2023-01-29,70,"library near me","US-TX-618",1,2023
"283",2023-02-05,66,"library near me","US-TX-618",2,2023
"284",2023-02-12,74,"library near me","US-TX-618",2,2023
"285",2023-02-19,65,"library near me","US-TX-618",2,2023
"286",2023-02-26,71,"library near me","US-TX-618",2,2023
"287",2023-03-05,50,"library near me","US-TX-618",3,2023
"288",2023-03-12,70,"library near me","US-TX-618",3,2023
"289",2023-03-19,64,"library near me","US-TX-618",3,2023
"290",2023-03-26,63,"library near me","US-TX-618",3,2023
"291",2023-04-02,55,"library near me","US-TX-618",4,2023
"292",2023-04-09,61,"library near me","US-TX-618",4,2023
"293",2023-04-16,50,"library near me","US-TX-618",4,2023
"294",2023-04-23,65,"library near me","US-TX-618",4,2023
"295",2023-04-30,65,"library near me","US-TX-618",4,2023
"296",2023-05-07,49,"library near me","US-TX-618",5,2023
"297",2023-05-14,57,"library near me","US-TX-618",5,2023
"298",2023-05-21,69,"library near me","US-TX-618",5,2023
"299",2023-05-28,83,"library near me","US-TX-618",5,2023
"300",2023-06-04,84,"library near me","US-TX-618",6,2023
"301",2023-06-11,90,"library near me","US-TX-618",6,2023
"302",2023-06-18,86,"library near me","US-TX-618",6,2023
"303",2023-06-25,77,"library near me","US-TX-618",6,2023
"304",2023-07-02,90,"library near me","US-TX-618",7,2023
"305",2023-07-09,82,"library near me","US-TX-618",7,2023
"306",2023-07-16,61,"library near me","US-TX-618",7,2023
"307",2023-07-23,69,"library near me","US-TX-618",7,2023
"308",2023-07-30,56,"library near me","US-TX-618",7,2023
"309",2023-08-06,69,"library near me","US-TX-618",8,2023
"310",2023-08-13,56,"library near me","US-TX-618",8,2023
"311",2023-08-20,87,"library near me","US-TX-618",8,2023
"312",2023-08-27,75,"library near me","US-TX-618",8,2023
"313",2023-09-03,57,"library near me","US-TX-618",9,2023
"314",2023-09-10,63,"library near me","US-TX-618",9,2023
"315",2023-09-17,56,"library near me","US-TX-618",9,2023
"316",2023-09-24,76,"library near me","US-TX-618",9,2023
"317",2023-10-01,46,"library near me","US-TX-618",10,2023
"318",2023-10-08,100,"library near me","US-TX-618",10,2023
"319",2023-10-15,56,"library near me","US-TX-618",10,2023
"320",2023-10-22,35,"library near me","US-TX-618",10,2023
"321",2023-10-29,64,"library near me","US-TX-618",10,2023
"322",2023-11-05,61,"library near me","US-TX-618",11,2023
"323",2023-11-12,47,"library near me","US-TX-618",11,2023
"324",2023-11-19,56,"library near me","US-TX-618",11,2023
"325",2023-11-26,40,"library near me","US-TX-618",11,2023
"326",2023-12-03,46,"library near me","US-TX-618",12,2023
"327",2023-12-10,44,"library near me","US-TX-618",12,2023
"328",2023-12-17,41,"library near me","US-TX-618",12,2023
"329",2023-12-24,54,"library near me","US-TX-618",12,2023
"330",2023-12-31,51,"library near me","US-TX-618",12,2023
"331",2021-11-28,58,"library near me","US-TX-623",11,2021
"332",2021-12-05,59,"library near me","US-TX-623",12,2021
"333",2021-12-12,50,"library near me","US-TX-623",12,2021
"334",2021-12-19,47,"library near me","US-TX-623",12,2021
"335",2021-12-26,57,"library near me","US-TX-623",12,2021
"336",2022-01-02,49,"library near me","US-TX-623",1,2022
"337",2022-01-09,45,"library near me","US-TX-623",1,2022
"338",2022-01-16,58,"library near me","US-TX-623",1,2022
"339",2022-01-23,58,"library near me","US-TX-623",1,2022
"340",2022-01-30,54,"library near me","US-TX-623",1,2022
"341",2022-02-06,71,"library near me","US-TX-623",2,2022
"342",2022-02-13,66,"library near me","US-TX-623",2,2022
"343",2022-02-20,61,"library near me","US-TX-623",2,2022
"344",2022-02-27,64,"library near me","US-TX-623",2,2022
"345",2022-03-06,68,"library near me","US-TX-623",3,2022
"346",2022-03-13,77,"library near me","US-TX-623",3,2022
"347",2022-03-20,55,"library near me","US-TX-623",3,2022
"348",2022-03-27,62,"library near me","US-TX-623",3,2022
"349",2022-04-03,55,"library near me","US-TX-623",4,2022
"350",2022-04-10,61,"library near me","US-TX-623",4,2022
"351",2022-04-17,65,"library near me","US-TX-623",4,2022
"352",2022-04-24,47,"library near me","US-TX-623",4,2022
"353",2022-05-01,58,"library near me","US-TX-623",5,2022
"354",2022-05-08,54,"library near me","US-TX-623",5,2022
"355",2022-05-15,52,"library near me","US-TX-623",5,2022
"356",2022-05-22,57,"library near me","US-TX-623",5,2022
"357",2022-05-29,75,"library near me","US-TX-623",5,2022
"358",2022-06-05,85,"library near me","US-TX-623",6,2022
"359",2022-06-12,79,"library near me","US-TX-623",6,2022
"360",2022-06-19,100,"library near me","US-TX-623",6,2022
"361",2022-06-26,78,"library near me","US-TX-623",6,2022
"362",2022-07-03,88,"library near me","US-TX-623",7,2022
"363",2022-07-10,93,"library near me","US-TX-623",7,2022
"364",2022-07-17,78,"library near me","US-TX-623",7,2022
"365",2022-07-24,84,"library near me","US-TX-623",7,2022
"366",2022-07-31,80,"library near me","US-TX-623",7,2022
"367",2022-08-07,72,"library near me","US-TX-623",8,2022
"368",2022-08-14,70,"library near me","US-TX-623",8,2022
"369",2022-08-21,70,"library near me","US-TX-623",8,2022
"370",2022-08-28,68,"library near me","US-TX-623",8,2022
"371",2022-09-04,75,"library near me","US-TX-623",9,2022
"372",2022-09-11,70,"library near me","US-TX-623",9,2022
"373",2022-09-18,72,"library near me","US-TX-623",9,2022
"374",2022-09-25,68,"library near me","US-TX-623",9,2022
"375",2022-10-02,54,"library near me","US-TX-623",10,2022
"376",2022-10-09,77,"library near me","US-TX-623",10,2022
"377",2022-10-16,62,"library near me","US-TX-623",10,2022
"378",2022-10-23,68,"library near me","US-TX-623",10,2022
"379",2022-10-30,71,"library near me","US-TX-623",10,2022
"380",2022-11-06,62,"library near me","US-TX-623",11,2022
"381",2022-11-13,48,"library near me","US-TX-623",11,2022
"382",2022-11-20,51,"library near me","US-TX-623",11,2022
"383",2022-11-27,45,"library near me","US-TX-623",11,2022
"384",2022-12-04,48,"library near me","US-TX-623",12,2022
"385",2022-12-11,46,"library near me","US-TX-623",12,2022
"386",2022-12-18,50,"library near me","US-TX-623",12,2022
"387",2022-12-25,62,"library near me","US-TX-623",12,2022
"388",2023-01-01,62,"library near me","US-TX-623",1,2023
"389",2023-01-08,71,"library near me","US-TX-623",1,2023
"390",2023-01-15,66,"library near me","US-TX-623",1,2023
"391",2023-01-22,64,"library near me","US-TX-623",1,2023
"392",2023-01-29,57,"library near me","US-TX-623",1,2023
"393",2023-02-05,69,"library near me","US-TX-623",2,2023
"394",2023-02-12,62,"library near me","US-TX-623",2,2023
"395",2023-02-19,71,"library near me","US-TX-623",2,2023
"396",2023-02-26,65,"library near me","US-TX-623",2,2023
"397",2023-03-05,61,"library near me","US-TX-623",3,2023
"398",2023-03-12,83,"library near me","US-TX-623",3,2023
"399",2023-03-19,69,"library near me","US-TX-623",3,2023
"400",2023-03-26,61,"library near me","US-TX-623",3,2023
"401",2023-04-02,59,"library near me","US-TX-623",4,2023
"402",2023-04-09,71,"library near me","US-TX-623",4,2023
"403",2023-04-16,56,"library near me","US-TX-623",4,2023
"404",2023-04-23,60,"library near me","US-TX-623",4,2023
"405",2023-04-30,65,"library near me","US-TX-623",4,2023
"406",2023-05-07,61,"library near me","US-TX-623",5,2023
"407",2023-05-14,58,"library near me","US-TX-623",5,2023
"408",2023-05-21,62,"library near me","US-TX-623",5,2023
"409",2023-05-28,74,"library near me","US-TX-623",5,2023
"410",2023-06-04,90,"library near me","US-TX-623",6,2023
"411",2023-06-11,74,"library near me","US-TX-623",6,2023
"412",2023-06-18,81,"library near me","US-TX-623",6,2023
"413",2023-06-25,81,"library near me","US-TX-623",6,2023
"414",2023-07-02,85,"library near me","US-TX-623",7,2023
"415",2023-07-09,76,"library near me","US-TX-623",7,2023
"416",2023-07-16,68,"library near me","US-TX-623",7,2023
"417",2023-07-23,80,"library near me","US-TX-623",7,2023
"418",2023-07-30,58,"library near me","US-TX-623",7,2023
"419",2023-08-06,57,"library near me","US-TX-623",8,2023
"420",2023-08-13,75,"library near me","US-TX-623",8,2023
"421",2023-08-20,68,"library near me","US-TX-623",8,2023
"422",2023-08-27,67,"library near me","US-TX-623",8,2023
"423",2023-09-03,67,"library near me","US-TX-623",9,2023
"424",2023-09-10,58,"library near me","US-TX-623",9,2023
"425",2023-09-17,51,"library near me","US-TX-623",9,2023
"426",2023-09-24,63,"library near me","US-TX-623",9,2023
"427",2023-10-01,66,"library near me","US-TX-623",10,2023
"428",2023-10-08,76,"library near me","US-TX-623",10,2023
"429",2023-10-15,57,"library near me","US-TX-623",10,2023
"430",2023-10-22,50,"library near me","US-TX-623",10,2023
"431",2023-10-29,51,"library near me","US-TX-623",10,2023
"432",2023-11-05,55,"library near me","US-TX-623",11,2023
"433",2023-11-12,38,"library near me","US-TX-623",11,2023
"434",2023-11-19,53,"library near me","US-TX-623",11,2023
"435",2023-11-26,53,"library near me","US-TX-623",11,2023
"436",2023-12-03,62,"library near me","US-TX-623",12,2023
"437",2023-12-10,53,"library near me","US-TX-623",12,2023
"438",2023-12-17,47,"library near me","US-TX-623",12,2023
"439",2023-12-24,53,"library near me","US-TX-623",12,2023
"440",2023-12-31,65,"library near me","US-TX-623",12,2023
"441",2021-11-28,56,"library near me","US-TX-618",11,2021
"442",2021-12-05,46,"library near me","US-TX-618",12,2021
"443",2021-12-12,44,"library near me","US-TX-618",12,2021
"444",2021-12-19,45,"library near me","US-TX-618",12,2021
"445",2021-12-26,44,"library near me","US-TX-618",12,2021
"446",2022-01-02,46,"library near me","US-TX-618",1,2022
"447",2022-01-09,64,"library near me","US-TX-618",1,2022
"448",2022-01-16,49,"library near me","US-TX-618",1,2022
"449",2022-01-23,55,"library near me","US-TX-618",1,2022
"450",2022-01-30,62,"library near me","US-TX-618",1,2022
"451",2022-02-06,68,"library near me","US-TX-618",2,2022
"452",2022-02-13,50,"library near me","US-TX-618",2,2022
"453",2022-02-20,62,"library near me","US-TX-618",2,2022
"454",2022-02-27,61,"library near me","US-TX-618",2,2022
"455",2022-03-06,62,"library near me","US-TX-618",3,2022
"456",2022-03-13,66,"library near me","US-TX-618",3,2022
"457",2022-03-20,46,"library near me","US-TX-618",3,2022
"458",2022-03-27,54,"library near me","US-TX-618",3,2022
"459",2022-04-03,79,"library near me","US-TX-618",4,2022
"460",2022-04-10,71,"library near me","US-TX-618",4,2022
"461",2022-04-17,55,"library near me","US-TX-618",4,2022
"462",2022-04-24,53,"library near me","US-TX-618",4,2022
"463",2022-05-01,50,"library near me","US-TX-618",5,2022
"464",2022-05-08,51,"library near me","US-TX-618",5,2022
"465",2022-05-15,56,"library near me","US-TX-618",5,2022
"466",2022-05-22,58,"library near me","US-TX-618",5,2022
"467",2022-05-29,70,"library near me","US-TX-618",5,2022
"468",2022-06-05,91,"library near me","US-TX-618",6,2022
"469",2022-06-12,86,"library near me","US-TX-618",6,2022
"470",2022-06-19,92,"library near me","US-TX-618",6,2022
"471",2022-06-26,80,"library near me","US-TX-618",6,2022
"472",2022-07-03,88,"library near me","US-TX-618",7,2022
"473",2022-07-10,70,"library near me","US-TX-618",7,2022
"474",2022-07-17,82,"library near me","US-TX-618",7,2022
"475",2022-07-24,73,"library near me","US-TX-618",7,2022
"476",2022-07-31,81,"library near me","US-TX-618",7,2022
"477",2022-08-07,69,"library near me","US-TX-618",8,2022
"478",2022-08-14,59,"library near me","US-TX-618",8,2022
"479",2022-08-21,72,"library near me","US-TX-618",8,2022
"480",2022-08-28,64,"library near me","US-TX-618",8,2022
"481",2022-09-04,71,"library near me","US-TX-618",9,2022
