"","date","hits","keyword","geo","time","gprop","category"
"1",2021-11-28,49,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"2",2021-12-05,60,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"3",2021-12-12,45,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"4",2021-12-19,36,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"5",2021-12-26,37,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"6",2022-01-02,77,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"7",2022-01-09,57,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"8",2022-01-16,92,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"9",2022-01-23,71,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"10",2022-01-30,63,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"11",2022-02-06,77,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"12",2022-02-13,76,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"13",2022-02-20,52,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"14",2022-02-27,62,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"15",2022-03-06,55,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"16",2022-03-13,60,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"17",2022-03-20,50,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"18",2022-03-27,63,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"19",2022-04-03,72,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"20",2022-04-10,75,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"21",2022-04-17,61,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"22",2022-04-24,61,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"23",2022-05-01,52,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"24",2022-05-08,48,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"25",2022-05-15,54,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"26",2022-05-22,53,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"27",2022-05-29,67,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"28",2022-06-05,71,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"29",2022-06-12,65,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"30",2022-06-19,92,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"31",2022-06-26,72,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"32",2022-07-03,62,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"33",2022-07-10,67,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"34",2022-07-17,79,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"35",2022-07-24,88,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"36",2022-07-31,73,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"37",2022-08-07,75,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"38",2022-08-14,84,"library","US-FL-718","2021-12-01 2024-01-01","web",0
"39",2022-08-21,80,"library","US-FL-718","2021-12-01 2024-01-01","web",0
