the_geom,cartodb_id,income_31,income_20,income_21,income_0,dma0,dma_1,income_ra0,income_12,latitude0,ebitous0,income_lo0,income_3,longitude0,income_120,income_70,income_5,income_60,incomf_4,income_6,income_7,income_8,income_30
0106000020E61000000100000001030000000100000024000000B83479099F2D23C0CF26D8B508F5334095E38AE03B6E23C0CC3F4F1FCC2A344048DE68F593AC23C032742F673D3F3440D431F532CBD523C0D7DA7C2696AF3440B12DECB4784224C0939409FE75B73440548109E9FC1924C0EDF81A153C383540F142E70708D723C0D2506AD385273540BBC975DFE2DF23C045D3B1B1DC083540724427C0AFC823C082D2D29E9A003540F551CB2E9E6323C023AE15B385203540989D0055B41A23C06CB8E78CE1F7344088C96F86E8C922C058066E4D4FF334409F9B5218F3C322C0725F9B8944083540C19EB2E8428222C04B1A0F341D043540A904A6D1717D22C052FDD05A9B183540B4007A5B305022C004912E25C8153540EAD4233C464A22C0122A1322C92A35404941363268F221C0C7FDCF0D3D253540E754CE9252EC21C0781D7868563A354018F61ECC99DB1FC01F8F551FD51B3540A9042DDDA0D01FC03696574678523540C5DD1E43D02620C04AE52334C57D35400D774E87F1731CC03E1C4AF7DA643540653BF48AE3EC1CC091DCCAC651663440C9EEF28000B519C0FC3136912A5434400B909024FB041AC04F622E63DD7D3340A604DD1F8F2B1BC0B3058C28C4833340A26F2B6CE2391BC057B84C3597593340BD87A51C018E1BC0A2229BFC1C393340F14B7D0A393F1CC0AE7435DACC403340035E01EDDA061CC06F17357E375E334050568F7E44E220C0824A6D2DB88533402BE665C3EDEC20C06D0B89C12B5C3340006EE279682523C0789B9BB77B7F33401AF693C3EC1123C0FBD2130D3EE73340B83479099F2D23C0CF26D8B508F53340,36,7501.0,7686.0,7812.0,0.0868702,767,"Casper-Riverton, WY",198.0,6847.0,43.4127655,89.0,7872.0,0.0571041,-107.4729745,4952.0,16341.0,0.0538563,13664.0,0.0620546,0.0514284,0.05913,0.1288153,7244.0
0106000020E6100000010000000103000000010000000E00000023F72E32B4C830406FC5EF10DC943440D71D6D549DC1304096EEF4F8BDD6344032401D39F0B030404F01394DCEE33440A4D2E91E64BB3040DF398490FDE53440BA44F23462B630401B0A97045A2535409B438E881AA330400C32F3AEAF393540D61EF7FAAF2A3140E0AE2692875435406618A5841E3831402CB1EDE4384935405266CEC6EB3C3140B3B0CB6456FB3440044D7B9CD35131408A61AFA746F834401825F4705250314085D2835261D834401F0DB636556931409443AC37DDD83440FE5A6D33937131400D089D7732BA344023F72E32B4C830406FC5EF10DC943440,63,47775.0,44596.0,49251.0,0.0791276,543,"Springfield-Holyoke, MA",109.0,55642.0,42.3693645,88.0,69724.0,0.0421872,-72.6048435,56010.0,142661.0,0.0478936,105538.0,0.0686231,0.0444538,0.0470206,0.1404084,42864.0
0106000020E61000000100000001030000000100000005000000D6BC324A233622405E88741F31E2314061996CB7E86D21406C45FB9A2DE03140C82A2C4E706521409E6DE44C01003240F56368280224224050F62B7A32253240D6BC324A233622405E88741F31E23140,35,5455.0,4964.0,4936.0,0.0961495,558,"Lima, OH",185.0,4769.0,40.7817865,84.0,5179.0,0.0554045,-84.138567,2312.0,10871.0,0.0606024,9907.0,0.0620277,0.0537757,0.0653333,0.1301994,4626.0
0106000020E6100000010000000103000000010000000C000000BB10B1E0FB760FC07FA72A390AC731408792D9A098680FC0AACB448FDD26324094CE8DCA10D511C0BC2EB57A7B2E324019296A1439BF11C026957A993B83324092C4D6A6E71610C09F5626AF5F7D3240EE9AC505E20210C06CC8654B58D2324012F91332E7C305C0D016BFF9F0C132403927976754DF05C00310D9EAB16D32406086D9C2023809C0D0EA420FCB7132408E4DFEE7C06C09C0450A3D6F3F733140D945BC5AB6960FC0235124AB027C3140BB10B1E0FB760FC07FA72A390AC73140,31,1958.0,2116.0,2118.0,0.0867097,740,"North Platte, NE",209.0,2489.0,41.394995,80.0,1897.0,0.0631935,-100.8359745,687.0,3498.0,0.072129,3336.0,0.0611935,0.0621935,0.0631613,0.1128387,1959.0
