"","X.x","geo","Month","Year","DMA","STATE","count","avg_hits_prev_month.x","avg_hits_next_month.x","avg_hits_prev_month.y","avg_hits_next_month.y","code","X.y","avg_index_2019","num_lib_2019","avg_revenue_2019","avg_expenses_2019","std_avg_index_2019","avg_index_2021","num_lib_2021","avg_revenue_2021","avg_expenses_2021","std_avg_index_2021","avg_hits_next_month","avg_hits_prev_month"
"204",204,"US-WA-819",1,2022,"SEATTLE (WA) - TACOMA (WA)                                           ","WA ",3,59.25,66.25,NA,NA,819,69,4347048.58019445,3,77132791,75569769,5.16997831559742,3223347.11375,3,76365343,68976849.6666667,5.40147763454718,66.25,59.25
"205",205,"US-WI-617",1,2023,"MILWAUKEE (WI)                                                       ","WI ",3,46.75,62.5,NA,NA,617,40,55195.1633333333,45,764161.222222222,732451.955555556,-0.496651924460289,50185.0353806818,44,1017491.45454545,851312.659090909,-0.507927714265696,62.5,46.75
"206",206,"US-WI-617",5,2022,"MILWAUKEE (WI)                                                       ","WI ",3,42.25,42.25,NA,NA,617,40,55195.1633333333,45,764161.222222222,732451.955555556,-0.496651924460289,50185.0353806818,44,1017491.45454545,851312.659090909,-0.507927714265696,42.25,42.25
"207",207,"US-WI-658",1,2023,"GREEN BAY (WI) - APPLETON (WI)                                       ","WI ",3,0,0,NA,NA,658,51,85174.5004166667,3,1232533.66666667,1162892.33333333,-0.457069533918735,57499.18125,3,1253373.66666667,1194105.33333333,-0.494306521381544,0,0
"208",208,"US-WY-767",10,2022,"CASPER (WY) - RIVERTON (WY)                                          ","WY ",2,0,0,NA,NA,767,64,279915.975,1,2746072,2757988,-0.199948001172068,263279.45,1,3469392,3254879,-0.111080266056975,0,0
"209",209,"US-WY-767",3,2023,"CASPER (WY) - RIVERTON (WY)                                          ","WY ",2,0,0,NA,NA,767,64,279915.975,1,2746072,2757988,-0.199948001172068,263279.45,1,3469392,3254879,-0.111080266056975,0,0
"210",210,"US-WY-767",5,2023,"CASPER (WY) - RIVERTON (WY)                                          ","WY ",1,0,0,NA,NA,767,64,279915.975,1,2746072,2757988,-0.199948001172068,263279.45,1,3469392,3254879,-0.111080266056975,0,0
"211",211,"US-AK-743",10,2021,"ANCHORAGE (AK)                                                       ","AK ",1,NA,0,NA,NA,743,60,NA,1,NA,NA,NA,NA,1,NA,NA,NA,0,0
"212",212,"US-FL-534",10,2021,"ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)                   ","FL ",2,NA,57,NA,NA,534,14,659455.966576923,13,9355436.61538462,8871438.46153846,0.301167154609273,565214.052625,12,11156097.9166667,10173449.5833333,0.451214981294774,57,0
"213",213,"US-FL-534",11,2021,"ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)                   ","FL ",7,NA,63.75,NA,NA,534,14,659455.966576923,13,9355436.61538462,8871438.46153846,0.301167154609273,565214.052625,12,11156097.9166667,10173449.5833333,0.451214981294774,63.75,0
"214",214,"US-FL-548",11,2021,"WEST PALM BEACH (FL) - FT. PIERCE (FL)                               ","FL ",161,NA,49,NA,NA,548,19,322048.534377778,15,6658066.6,5508712.93333333,-0.144319438900304,277540.173788889,15,7463205.66666667,5719673.13333333,-0.0845224050480877,49,0
"215",215,"US-IA-679",10,2021,"DES MOINES (IA) - AMES (IA)                                          ","IA ",3,NA,0,NA,NA,679,54,45387.2354791667,40,1083301.2,1085302,-0.509601551386591,31559.6433083333,40,1156060.825,942963.275,-0.54261393224566,0,0
"216",216,"US-IA-679",11,2021,"DES MOINES (IA) - AMES (IA)                                          ","IA ",3,NA,0,NA,NA,679,54,45387.2354791667,40,1083301.2,1085302,-0.509601551386591,31559.6433083333,40,1156060.825,942963.275,-0.54261393224566,0,0
"217",217,"US-KS-678",11,2021,"WICHITA (KS) - HUTCHINSON (KS)                                       ","KS ",29,NA,0,NA,NA,678,53,69736.785202381,14,1012714.71428571,973506.071428571,-0.477452295251401,53771.5932678571,14,1111454.78571429,1004933.57142857,-0.501248438565669,0,0
"218",218,"US-MO-609",10,2021,"ST. LOUIS (MO)                                                       ","MO ",12,NA,61,NA,NA,609,37,446487.031453125,16,6261349.5,7202681.875,0.0199794972619217,341339.794911765,17,6523005,5737567.23529412,0.0342921442892427,61,0
"219",219,"US-MO-616",10,2021,"KANSAS CITY (MO)                                                     ","MO ",4,NA,50,NA,NA,616,39,1102416.76516667,4,15339514,15110093,0.886018223051525,1582513.61372222,4,16797348.3333333,15397511,2.34574016444655,50,0
"220",220,"US-NC-545",11,2021,"GREENVILLE (NC) - NEW BERN (NC) - WASHINGTON (NC)                    ","NC ",5,NA,0,NA,NA,545,18,105399.929166667,2,1535968,1613133,-0.430365447119632,99247.25,2,2046183.5,4532300,-0.416558756004038,0,0
"221",221,"US-OK-650",10,2021,"OKLAHOMA CITY (OK)                                                   ","OK ",10,NA,43,NA,NA,650,49,812038.842361111,3,13274671,12990032.6666667,0.502625744652641,625380.108333333,3,14934523.6666667,15014877.3333333,0.563262712434468,43,0
"222",222,"US-PA-501",11,2021,"NEW YORK (NY)                                                        ","PA ",2,NA,63.25,NA,NA,501,2,70229.7222342209,169,2743335.56804734,2456250.67455621,-0.476801459442309,51517.4099857002,169,2678089.75147929,2422553.49704142,-0.505446422285312,63.25,0
"223",223,"US-PA-504",10,2021,"PHILADELPHIA (PA)                                                    ","PA ",4,NA,60,NA,NA,504,3,107872.426412879,66,1142277.48484848,1149014.86363636,-0.427100953600631,87764.6452384615,65,1142329.41538462,1011708.18461538,-0.437942903526376,60,0
"224",224,"US-PA-504",11,2021,"PHILADELPHIA (PA)                                                    ","PA ",1,NA,57.5,NA,NA,504,3,107872.426412879,66,1142277.48484848,1149014.86363636,-0.427100953600631,87764.6452384615,65,1142329.41538462,1011708.18461538,-0.437942903526376,57.5,0
"225",225,"US-PA-566",10,2021,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ","PA ",1,NA,0,NA,NA,566,26,88890.3665362319,23,1015701.43478261,886485.52173913,-0.452163392614278,63483.6202261905,21,912397.142857143,1115150.04761905,-0.483161652376391,0,0
"226",226,"US-PA-577",11,2021,"WILKES BARRE (PA) - SCRANTON (PA)                                    ","PA ",2,NA,0,NA,NA,577,33,35719.7134722222,6,828547.5,968155,-0.522365797326528,21278.7685138889,6,858049.833333333,861365.666666667,-0.56176008835124,0,0
"227",227,"US-TN-575",10,2021,"CHATTANOOGA (TN)                                                     ","TN ",12,NA,0,NA,NA,575,31,111618.55875,4,2360675,2264700.5,-0.422154851130917,83633.30625,4,2257917.25,2092548.75,-0.445636729468201,0,0
"228",228,"US-TX-618",10,2021,"HOUSTON (TX)                                                         ","TX ",14,NA,59,NA,NA,618,41,602452.555083333,17,7135637.29411765,7248691.05882353,0.22590427305628,1251865.98635784,17,8612820.4117647,8245527.11764706,1.72997241938278,59,0
"229",229,"US-TX-618",11,2021,"HOUSTON (TX)                                                         ","TX ",46,NA,44.75,NA,NA,618,41,602452.555083333,17,7135637.29411765,7248691.05882353,0.22590427305628,1251865.98635784,17,8612820.4117647,8245527.11764706,1.72997241938278,44.75,0
"230",230,"US-TX-623",10,2021,"DALLAS (TX) - FT. WORTH (TX)                                         ","TX ",13,NA,61,NA,NA,623,43,166887.055263211,82,2159453.51219512,2322846.3902439,-0.34918261670327,152271.540207806,80,2239646.86075949,2207945.29113924,-0.317811192396433,61,0
"231",231,"US-TX-623",11,2021,"DALLAS (TX) - FT. WORTH (TX)                                         ","TX ",11,NA,57.25,NA,NA,623,43,166887.055263211,82,2159453.51219512,2322846.3902439,-0.34918261670327,152271.540207806,80,2239646.86075949,2207945.29113924,-0.317811192396433,57.25,0
"232",232,"US-TX-765",10,2021,"EL PASO (TX)                                                         ","TX ",1,NA,40,NA,NA,765,63,3533079.0375,2,4618832.5,5428030.5,4.09527608858342,90474.53625,2,2868829,3936028,-0.432896251624335,40,0
"233",233,"US-UT-770",10,2021,"SALT LAKE CITY (UT)                                                  ","UT ",20,NA,51,NA,NA,770,65,453642.236398551,23,5438161.91304348,4940937.13043478,0.0294266746884085,371547.55573913,23,6567709.95652174,5856610.08695652,0.0905483010817853,51,0
"234",234,"US-VA-511",11,2021,"WASHINGTON (DC) - HAGERSTOWN (MD)                                    ","VA ",2,NA,64.5,NA,NA,511,7,2426943.23055556,3,25025832.6666667,25417389,2.63482019588748,2117947.44722222,3,24423142,25037045.3333333,3.34288291400516,64.5,0
"235",235,"US-VA-544",10,2021,"NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   ","VA ",6,NA,37,NA,NA,544,17,NA,1,NA,NA,NA,NA,1,NA,NA,NA,37,0
"236",236,"US-VA-556",10,2021,"RICHMOND (VA) - PETERSBURG (VA)                                      ","VA ",2,NA,0,NA,NA,556,22,613879.506944444,3,7995997,7853101.33333333,0.240991533658766,789640.919444444,3,8103469.33333333,7818840.33333333,0.86916694669885,0,0
"237",237,"US-VA-556",11,2021,"RICHMOND (VA) - PETERSBURG (VA)                                      ","VA ",1,NA,50.75,NA,NA,556,22,613879.506944444,3,7995997,7853101.33333333,0.240991533658766,789640.919444444,3,8103469.33333333,7818840.33333333,0.86916694669885,50.75,0
"238",238,"US-VA-569",11,2021,"HARRISONBURG                                                         ","VA ",1,NA,0,NA,NA,569,28,NA,1,NA,NA,NA,NA,1,NA,NA,NA,0,0
"239",239,"US-WA-819",11,2021,"SEATTLE (WA) - TACOMA (WA)                                           ","WA ",1,NA,59.25,NA,NA,819,69,4347048.58019445,3,77132791,75569769,5.16997831559742,3223347.11375,3,76365343,68976849.6666667,5.40147763454718,59.25,0
"240",61,"US-IA-717",4,2022,"QUINCY (IL) - HANNIBAL (MO) - KEOKUK (IA)                            ","IA ",1,NA,NA,49.5,61.2,717,57,13465.1407333333,5,249984.4,244878,-0.551749008404128,6699.31828333333,5,273882.8,231728,-0.588911516184851,61.2,49.5
"241",62,"US-IA-725",3,2023,"SIOUX CITY (IA)                                                      ","IA ",2,NA,NA,79.5,72.6,725,59,16243.9148402778,12,459208.916666667,510670.083333333,-0.548080130682713,13701.0597430556,12,396060.166666667,350316.083333333,-0.575872116554073,72.6,79.5
"242",63,"US-IN-527",11,2022,"INDIANAPOLIS (IN)                                                    ","IN ",3,NA,NA,81.4,74.25,527,12,329399.867452381,7,4348260,3443130.85714286,-0.134613309109937,239459.359130952,7,4069738,5912206.85714286,-0.155440613531912,74.25,81.4
"243",64,"US-IN-588",12,2021,"SOUTH BEND (IN) - ELKHART (IN)                                       ","IN ",8,NA,NA,65,76,588,35,53399.7378541667,20,1109609.8,986564.55,-0.499022464953132,43280.1151125,20,1198289.3,1086934.85,-0.520786803010034,76,65
"244",65,"US-KS-616",3,2023,"KANSAS CITY (MO)                                                     ","KS ",7,NA,NA,90.75,85.6,616,39,1102416.76516667,4,15339514,15110093,0.886018223051525,1582513.61372222,4,16797348.3333333,15397511,2.34574016444655,85.6,90.75
"245",66,"US-MD-576",2,2022,"SALISBURY (MD)                                                       ","MD ",1,NA,NA,89.6,76.5,576,32,168463.625,1,3014798,2628472,-0.347101036351306,87575.816,1,3177653,2497851,-0.438294561741184,76.5,89.6
"246",67,"US-MI-505",1,2022,"DETROIT (MI)                                                         ","MI ",1,NA,NA,53,73,505,4,133444.616497653,71,2071720.98591549,1981644.11267606,-0.393337417998602,95085.1949607143,70,2245269.41428571,2137802.64285714,-0.424309784695219,73,53
"247",68,"US-MI-505",1,2023,"DETROIT (MI)                                                         ","MI ",6,NA,NA,67,93.25,505,4,133444.616497653,71,2071720.98591549,1981644.11267606,-0.393337417998602,95085.1949607143,70,2245269.41428571,2137802.64285714,-0.424309784695219,93.25,67
"248",69,"US-MI-505",2,2023,"DETROIT (MI)                                                         ","MI ",11,NA,NA,88.6,89.75,505,4,133444.616497653,71,2071720.98591549,1981644.11267606,-0.393337417998602,95085.1949607143,70,2245269.41428571,2137802.64285714,-0.424309784695219,89.75,88.6
"249",70,"US-MI-505",8,2022,"DETROIT (MI)                                                         ","MI ",8,NA,NA,78.6,89.25,505,4,133444.616497653,71,2071720.98591549,1981644.11267606,-0.393337417998602,95085.1949607143,70,2245269.41428571,2137802.64285714,-0.424309784695219,89.25,78.6
"250",71,"US-MI-540",2,2023,"TRAVERSE CITY (MI) - CADILLAC (MI)                                   ","MI ",1,NA,NA,87.2,76.25,540,15,15071.7526666667,7,323261.857142857,286912.285714286,-0.549627762666868,12564.752452381,7,363635.428571429,308849.142857143,-0.577988270792516,76.25,87.2
"251",72,"US-MI-540",5,2022,"TRAVERSE CITY (MI) - CADILLAC (MI)                                   ","MI ",34,NA,NA,77.25,76.5,540,15,15071.7526666667,7,323261.857142857,286912.285714286,-0.549627762666868,12564.752452381,7,363635.428571429,308849.142857143,-0.577988270792516,76.5,77.25
"252",73,"US-MI-553",2,2023,"MARQUETTE (MI)                                                       ","MI ",1,NA,NA,65.2,84.75,553,21,30921.8875,2,340196,376814.5,-0.528700474469489,17764.2625,2,319510,341755.5,-0.568305181266123,84.75,65.2
"253",74,"US-MI-563",10,2022,"GRAND RAPIDS (MI) - KALAMAZOO (MI) - BATTLE CREEK (MI)               ","MI ",1,NA,NA,85.5,76.25,563,25,115629.513899123,19,1759477.52631579,1717797.84210526,-0.416859097168249,88838.6658245614,19,1941959.05263158,1785339.89473684,-0.435942746320572,76.25,85.5
"254",75,"US-MI-563",12,2022,"GRAND RAPIDS (MI) - KALAMAZOO (MI) - BATTLE CREEK (MI)               ","MI ",1,NA,NA,76.25,83.2,563,25,115629.513899123,19,1759477.52631579,1717797.84210526,-0.416859097168249,88838.6658245614,19,1941959.05263158,1785339.89473684,-0.435942746320572,83.2,76.25
"255",76,"US-MI-588",9,2022,"SOUTH BEND (IN) - ELKHART (IN)                                       ","MI ",1,NA,NA,79.75,88,588,35,53399.7378541667,20,1109609.8,986564.55,-0.499022464953132,43280.1151125,20,1198289.3,1086934.85,-0.520786803010034,88,79.75
"256",77,"US-MI-773",10,2022,"GRAND RAPIDS (MI) - KALAMAZOO (MI) - BATTLE CREEK (MI)               ","MI ",1,NA,NA,82.75,59.25,773,66,115629.513899123,19,1759477.52631579,1717797.84210526,-0.416859097168249,88838.6658245614,19,1941959.05263158,1785339.89473684,-0.435942746320572,59.25,82.75
"257",78,"US-MI-773",12,2022,"GRAND RAPIDS (MI) - KALAMAZOO (MI) - BATTLE CREEK (MI)               ","MI ",1,NA,NA,59.25,62.2,773,66,115629.513899123,19,1759477.52631579,1717797.84210526,-0.416859097168249,88838.6658245614,19,1941959.05263158,1785339.89473684,-0.435942746320572,62.2,59.25
"258",79,"US-MO-543",2,2022,"SPRINGFIELD (MO)                                                     ","MO ",18,NA,NA,60,62.5,543,16,464943.65,3,6444173,6277153.33333333,0.0443481843135458,343602.634722222,3,8088900.66666667,6884596,0.0385062491314057,62.5,60
"259",80,"US-MO-543",4,2023,"SPRINGFIELD (MO)                                                     ","MO ",30,NA,NA,74,68.5,543,16,464943.65,3,6444173,6277153.33333333,0.0443481843135458,343602.634722222,3,8088900.66666667,6884596,0.0385062491314057,68.5,74
"260",81,"US-MO-543",5,2022,"SPRINGFIELD (MO)                                                     ","MO ",9,NA,NA,74.75,66.25,543,16,464943.65,3,6444173,6277153.33333333,0.0443481843135458,343602.634722222,3,8088900.66666667,6884596,0.0385062491314057,66.25,74.75
"261",82,"US-MO-543",6,2023,"SPRINGFIELD (MO)                                                     ","MO ",15,NA,NA,68.5,78,543,16,464943.65,3,6444173,6277153.33333333,0.0443481843135458,343602.634722222,3,8088900.66666667,6884596,0.0385062491314057,78,68.5
"262",83,"US-MO-609",1,2022,"ST. LOUIS (MO)                                                       ","MO ",1,NA,NA,56.5,78,609,37,446487.031453125,16,6261349.5,7202681.875,0.0199794972619217,341339.794911765,17,6523005,5737567.23529412,0.0342921442892427,78,56.5
"263",84,"US-MO-609",10,2022,"ST. LOUIS (MO)                                                       ","MO ",14,NA,NA,80,75.75,609,37,446487.031453125,16,6261349.5,7202681.875,0.0199794972619217,341339.794911765,17,6523005,5737567.23529412,0.0342921442892427,75.75,80
"264",85,"US-MO-609",11,2022,"ST. LOUIS (MO)                                                       ","MO ",12,NA,NA,75.2,67,609,37,446487.031453125,16,6261349.5,7202681.875,0.0199794972619217,341339.794911765,17,6523005,5737567.23529412,0.0342921442892427,67,75.2
"265",86,"US-MO-609",3,2022,"ST. LOUIS (MO)                                                       ","MO ",2,NA,NA,78,79,609,37,446487.031453125,16,6261349.5,7202681.875,0.0199794972619217,341339.794911765,17,6523005,5737567.23529412,0.0342921442892427,79,78
"266",87,"US-MO-609",5,2022,"ST. LOUIS (MO)                                                       ","MO ",2,NA,NA,79,83,609,37,446487.031453125,16,6261349.5,7202681.875,0.0199794972619217,341339.794911765,17,6523005,5737567.23529412,0.0342921442892427,83,79
"267",88,"US-MO-609",7,2022,"ST. LOUIS (MO)                                                       ","MO ",1,NA,NA,83,85,609,37,446487.031453125,16,6261349.5,7202681.875,0.0199794972619217,341339.794911765,17,6523005,5737567.23529412,0.0342921442892427,85,83
"268",89,"US-MO-609",8,2022,"ST. LOUIS (MO)                                                       ","MO ",49,NA,NA,81.2,80,609,37,446487.031453125,16,6261349.5,7202681.875,0.0199794972619217,341339.794911765,17,6523005,5737567.23529412,0.0342921442892427,80,81.2
"269",90,"US-MO-609",9,2022,"ST. LOUIS (MO)                                                       ","MO ",239,NA,NA,85,75.2,609,37,446487.031453125,16,6261349.5,7202681.875,0.0199794972619217,341339.794911765,17,6523005,5737567.23529412,0.0342921442892427,75.2,85
"270",91,"US-MO-616",9,2022,"KANSAS CITY (MO)                                                     ","MO ",14,NA,NA,87.75,84.8,616,39,1102416.76516667,4,15339514,15110093,0.886018223051525,1582513.61372222,4,16797348.3333333,15397511,2.34574016444655,84.8,87.75
"271",92,"US-MO-619",2,2022,"SPRINGFIELD (MO)                                                     ","MO ",18,NA,NA,63,58.25,619,42,464943.65,3,6444173,6277153.33333333,0.0443481843135458,343602.634722222,3,8088900.66666667,6884596,0.0385062491314057,58.25,63
"272",93,"US-MO-619",4,2023,"SPRINGFIELD (MO)                                                     ","MO ",30,NA,NA,64,55.75,619,42,464943.65,3,6444173,6277153.33333333,0.0443481843135458,343602.634722222,3,8088900.66666667,6884596,0.0385062491314057,55.75,64
"273",94,"US-MO-619",5,2022,"SPRINGFIELD (MO)                                                     ","MO ",9,NA,NA,59.5,58.5,619,42,464943.65,3,6444173,6277153.33333333,0.0443481843135458,343602.634722222,3,8088900.66666667,6884596,0.0385062491314057,58.5,59.5
"274",95,"US-MO-619",6,2023,"SPRINGFIELD (MO)                                                     ","MO ",15,NA,NA,55.75,62.2,619,42,464943.65,3,6444173,6277153.33333333,0.0443481843135458,343602.634722222,3,8088900.66666667,6884596,0.0385062491314057,62.2,55.75
"275",96,"US-MS-718",4,2022,"JACKSON (MS)                                                         ","MS ",22,NA,NA,58,58.2,718,58,127311.83225,1,2519562,2522724,-0.401434670466957,96884.144,1,2445769,2345254,-0.420959587380224,58.2,58
"276",97,"US-NC-517",2,2023,"CHARLOTTE (NC)                                                       ","NC ",2,NA,NA,89.4,86.75,517,9,954541.68625,4,14878130,14516926,0.69077544270677,777246.878125,4,21109750.5,15736887,0.846085423518612,86.75,89.4
"277",98,"US-NC-517",5,2023,"CHARLOTTE (NC)                                                       ","NC ",4,NA,NA,90,93.75,517,9,954541.68625,4,14878130,14516926,0.69077544270677,777246.878125,4,21109750.5,15736887,0.846085423518612,93.75,90
"278",99,"US-NC-518",1,2023,"GREENSBORO (NC) - HIGH POINT (NC) - WINSTON SALEM (NC)               ","NC ",1,NA,NA,65,80.25,518,10,NA,1,NA,NA,NA,NA,1,NA,NA,NA,80.25,65
"279",100,"US-NC-518",4,2022,"GREENSBORO (NC) - HIGH POINT (NC) - WINSTON SALEM (NC)               ","NC ",1,NA,NA,71,65.2,518,10,NA,1,NA,NA,NA,NA,1,NA,NA,NA,65.2,71
"280",101,"US-NC-518",5,2022,"GREENSBORO (NC) - HIGH POINT (NC) - WINSTON SALEM (NC)               ","NC ",3,NA,NA,77.75,75.25,518,10,NA,1,NA,NA,NA,NA,1,NA,NA,NA,75.25,77.75
"281",102,"US-NC-518",6,2022,"GREENSBORO (NC) - HIGH POINT (NC) - WINSTON SALEM (NC)               ","NC ",2,NA,NA,65.2,73.8,518,10,NA,1,NA,NA,NA,NA,1,NA,NA,NA,73.8,65.2
"282",103,"US-NC-550",2,2023,"WILMINGTON (NC)                                                      ","NC ",41,NA,NA,81.8,81,550,20,87905.1166666667,1,867337,863527,-0.453464240094986,82764.475,1,896859,893401,-0.447254760917324,81,81.8
"283",104,"US-NC-560",4,2022,"RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)                       ","NC ",2,NA,NA,77.25,69.8,560,23,312647.7375,2,5529972,5507497.5,-0.156731521675306,184157.905555556,3,3935754,3673990.33333333,-0.258428956857734,69.8,77.25
"284",105,"US-NC-560",4,2023,"RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)                       ","NC ",9,NA,NA,81.25,73.5,560,23,312647.7375,2,5529972,5507497.5,-0.156731521675306,184157.905555556,3,3935754,3673990.33333333,-0.258428956857734,73.5,81.25
"285",106,"US-NC-567",1,2022,"GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  ","NC ",1,NA,NA,61.5,82.25,567,27,168090.6125,2,2527052,2376697,-0.347593533113688,105788.095833333,2,2682306,2249262.5,-0.404377686018125,82.25,61.5
"286",107,"US-NC-584",2,2023,"CHARLOTTE (NC)                                                       ","NC ",2,NA,NA,86.4,76,584,34,954541.68625,4,14878130,14516926,0.69077544270677,777246.878125,4,21109750.5,15736887,0.846085423518612,76,86.4
"287",108,"US-NC-584",5,2023,"CHARLOTTE (NC)                                                       ","NC ",4,NA,NA,77.6,61.25,584,34,954541.68625,4,14878130,14516926,0.69077544270677,777246.878125,4,21109750.5,15736887,0.846085423518612,61.25,77.6
"288",109,"US-NJ-501",5,2023,"NEW YORK (NY)                                                        ","NJ ",1,NA,NA,88.8,84.25,501,2,70229.7222342209,169,2743335.56804734,2456250.67455621,-0.476801459442309,51517.4099857002,169,2678089.75147929,2422553.49704142,-0.505446422285312,84.25,88.8
"289",110,"US-NY-501",1,2022,"NEW YORK (NY)                                                        ","NY ",9,NA,NA,54.25,81.25,501,2,70229.7222342209,169,2743335.56804734,2456250.67455621,-0.476801459442309,51517.4099857002,169,2678089.75147929,2422553.49704142,-0.505446422285312,81.25,54.25
"290",111,"US-NY-501",1,2023,"NEW YORK (NY)                                                        ","NY ",2,NA,NA,73.25,92.25,501,2,70229.7222342209,169,2743335.56804734,2456250.67455621,-0.476801459442309,51517.4099857002,169,2678089.75147929,2422553.49704142,-0.505446422285312,92.25,73.25
"291",112,"US-NY-501",11,2022,"NEW YORK (NY)                                                        ","NY ",1,NA,NA,87,73.25,501,2,70229.7222342209,169,2743335.56804734,2456250.67455621,-0.476801459442309,51517.4099857002,169,2678089.75147929,2422553.49704142,-0.505446422285312,73.25,87
"292",113,"US-NY-501",12,2022,"NEW YORK (NY)                                                        ","NY ",2,NA,NA,83,88.8,501,2,70229.7222342209,169,2743335.56804734,2456250.67455621,-0.476801459442309,51517.4099857002,169,2678089.75147929,2422553.49704142,-0.505446422285312,88.8,83
"293",114,"US-NY-501",2,2022,"NEW YORK (NY)                                                        ","NY ",4,NA,NA,67,82.5,501,2,70229.7222342209,169,2743335.56804734,2456250.67455621,-0.476801459442309,51517.4099857002,169,2678089.75147929,2422553.49704142,-0.505446422285312,82.5,67
"294",115,"US-NY-501",3,2022,"NEW YORK (NY)                                                        ","NY ",2,NA,NA,81.25,87,501,2,70229.7222342209,169,2743335.56804734,2456250.67455621,-0.476801459442309,51517.4099857002,169,2678089.75147929,2422553.49704142,-0.505446422285312,87,81.25
"295",116,"US-NY-501",4,2022,"NEW YORK (NY)                                                        ","NY ",1,NA,NA,82.5,75.8,501,2,70229.7222342209,169,2743335.56804734,2456250.67455621,-0.476801459442309,51517.4099857002,169,2678089.75147929,2422553.49704142,-0.505446422285312,75.8,82.5
"296",117,"US-NY-501",9,2022,"NEW YORK (NY)                                                        ","NY ",1,NA,NA,88.75,87,501,2,70229.7222342209,169,2743335.56804734,2456250.67455621,-0.476801459442309,51517.4099857002,169,2678089.75147929,2422553.49704142,-0.505446422285312,87,88.75
"297",118,"US-OR-500",10,2022,"PORTLAND (OR)                                                        ","OR ",4,NA,NA,81.25,75.75,500,1,100839.243606481,18,1657114.94444444,1764183.61111111,-0.436387022462632,56854.1171342593,18,1736183.94444444,1451252.38888889,-0.495507829490534,75.75,81.25
"298",119,"US-OR-500",3,2023,"PORTLAND (OR)                                                        ","OR ",70,NA,NA,87.75,84.2,500,1,100839.243606481,18,1657114.94444444,1764183.61111111,-0.436387022462632,56854.1171342593,18,1736183.94444444,1451252.38888889,-0.495507829490534,84.2,87.75
"299",120,"US-OR-820",10,2022,"PORTLAND (OR)                                                        ","OR ",4,NA,NA,81,83.75,820,70,100839.243606481,18,1657114.94444444,1764183.61111111,-0.436387022462632,56854.1171342593,18,1736183.94444444,1451252.38888889,-0.495507829490534,83.75,81
"300",121,"US-OR-820",3,2023,"PORTLAND (OR)                                                        ","OR ",70,NA,NA,90.25,85.8,820,70,100839.243606481,18,1657114.94444444,1764183.61111111,-0.436387022462632,56854.1171342593,18,1736183.94444444,1451252.38888889,-0.495507829490534,85.8,90.25
"301",122,"US-PA-504",12,2021,"PHILADELPHIA (PA)                                                    ","PA ",1,NA,NA,66,77,504,3,107872.426412879,66,1142277.48484848,1149014.86363636,-0.427100953600631,87764.6452384615,65,1142329.41538462,1011708.18461538,-0.437942903526376,77,66
"302",123,"US-PA-504",12,2022,"PHILADELPHIA (PA)                                                    ","PA ",2,NA,NA,84.25,89.2,504,3,107872.426412879,66,1142277.48484848,1149014.86363636,-0.427100953600631,87764.6452384615,65,1142329.41538462,1011708.18461538,-0.437942903526376,89.2,84.25
"303",124,"US-PA-504",3,2023,"PHILADELPHIA (PA)                                                    ","PA ",2,NA,NA,93.25,91,504,3,107872.426412879,66,1142277.48484848,1149014.86363636,-0.427100953600631,87764.6452384615,65,1142329.41538462,1011708.18461538,-0.437942903526376,91,93.25
"304",125,"US-PA-508",2,2023,"PITTSBURGH (PA)                                                      ","PA ",151,NA,NA,88.2,89,508,6,21692.7053416667,20,308233.85,323222.6,-0.540885970484789,16788.9790958333,20,317913.2,370095.7,-0.570121459421115,89,88.2
"305",126,"US-PA-508",3,2022,"PITTSBURGH (PA)                                                      ","PA ",1,NA,NA,80.5,81,508,6,21692.7053416667,20,308233.85,323222.6,-0.540885970484789,16788.9790958333,20,317913.2,370095.7,-0.570121459421115,81,80.5
"306",127,"US-PA-516",2,2023,"ERIE (PA)                                                            ","PA ",151,NA,NA,82.8,75.25,516,8,50774.307015625,16,594998.5,733553,-0.50248888012109,44210.1990364583,16,632069.3125,612031.25,-0.519054700211835,75.25,82.8
"307",128,"US-PA-516",6,2022,"ERIE (PA)                                                            ","PA ",1,NA,NA,58.4,56.8,516,8,50774.307015625,16,594998.5,733553,-0.50248888012109,44210.1990364583,16,632069.3125,612031.25,-0.519054700211835,56.8,58.4
"308",129,"US-PA-566",1,2023,"HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)          ","PA ",2,NA,NA,73,94.25,566,26,88890.3665362319,23,1015701.43478261,886485.52173913,-0.452163392614278,63483.6202261905,21,912397.142857143,1115150.04761905,-0.483161652376391,94.25,73
